"Payment_ID","Member_ID","Subscription_ID","Payment_Date","Final_Amount","Payment_Mode"
"P00515","M4703","S515","2022-05-09","1770","UPI"
"P00516","M2141","S516","2022-05-10","2124","UPI"
"P00517","M2260","S517","2022-05-10","18880","Cash"
"P00518","M3508","S518","2022-05-10","5546","Net Banking"
"P00519","M3571","S519","2022-05-10","5074","Cash"
"P00520","M4363","S520","2022-05-10","2124","Cash"
"P00521","M256","S521","2022-05-11","18880","Cash"
"P00522","M2717","S522","2022-05-11","2124","Card"
"P00523","M3321","S523","2022-05-11","5546","Card"
"P00524","M4040","S524","2022-05-11","2124","UPI"
"P00525","M4886","S525","2022-05-11","5546","Net Banking"
"P00526","M5542","S526","2022-05-11","2124","Net Banking"
"P00527","M999","S527","2022-05-11","1770","UPI"
"P00528","M1452","S528","2022-05-12","5074","Cash"
"P00529","M1608","S529","2022-05-12","5546","Net Banking"
"P00530","M2757","S530","2022-05-12","18880","Card"
"P00531","M2968","S531","2022-05-12","5074","Card"
"P00532","M4153","S532","2022-05-12","22420","Card"
"P00533","M4296","S533","2022-05-12","2124","Cash"
"P00534","M4631","S534","2022-05-12","5546","Card"
"P00535","M5473","S535","2022-05-12","5074","Net Banking"
"P00536","M718","S536","2022-05-12","18880","Card"
"P00537","M1155","S537","2022-05-13","1770","Net Banking"
"P00538","M1540","S538","2022-05-13","22420","Card"
"P00539","M1691","S539","2022-05-13","5546","Net Banking"
"P00540","M3694","S540","2022-05-13","1770","Net Banking"
"P00541","M4029","S541","2022-05-13","5074","UPI"
"P00542","M4608","S542","2022-05-13","5546","Cash"
"P00543","M5251","S543","2022-05-13","1770","Card"
"P00544","M1098","S544","2022-05-14","18880","Cash"
"P00545","M1385","S545","2022-05-14","5546","Card"
"P00546","M2190","S546","2022-05-14","5546","Cash"
"P00547","M2306","S547","2022-05-14","5074","UPI"
"P00548","M2567","S548","2022-05-14","5546","Cash"
"P00549","M3068","S549","2022-05-14","22420","Card"
"P00550","M4445","S550","2022-05-14","5074","Card"
"P00551","M570","S551","2022-05-14","5546","UPI"
"P00552","M902","S552","2022-05-14","5546","UPI"
"P00553","M031","S553","2022-05-15","5546","Card"
"P00554","M1063","S554","2022-05-15","5546","Net Banking"
"P00555","M2454","S555","2022-05-15","5074","Card"
"P00556","M3428","S556","2022-05-15","5546","Net Banking"
"P00557","M3654","S557","2022-05-15","1770","Net Banking"
"P00558","M4484","S558","2022-05-15","18880","Cash"
"P00559","M4702","S559","2022-05-15","5074","UPI"
"P00560","M5263","S560","2022-05-15","18880","UPI"
"P00561","M1231","S561","2022-05-16","2124","UPI"
"P00562","M2241","S562","2022-05-16","18880","Net Banking"
"P00563","M2245","S563","2022-05-16","2124","Card"
"P00564","M3778","S564","2022-05-16","22420","Card"
"P00565","M3789","S565","2022-05-16","1770","UPI"
"P00566","M3958","S566","2022-05-16","2124","UPI"
"P00567","M4065","S567","2022-05-16","1770","UPI"
"P00568","M4815","S568","2022-05-16","2124","Card"
"P00569","M2167","S569","2022-05-16","18880","Cash"
"P00570","M1654","S570","2022-05-17","18880","Cash"
"P00571","M2409","S571","2022-05-17","2124","UPI"
"P00572","M2537","S572","2022-05-17","2124","UPI"
"P00573","M3521","S573","2022-05-17","5074","Card"
"P00574","M4261","S574","2022-05-17","18880","Net Banking"
"P00575","M4532","S575","2022-05-17","5074","Cash"
"P00576","M5089","S576","2022-05-17","22420","Cash"
"P00577","M5131","S577","2022-05-17","18880","Cash"
"P00578","M797","S578","2022-05-17","18880","Net Banking"
"P00579","M2556","S579","2022-05-17","18880","Cash"
"P00580","M4197","S580","2022-05-18","5074","UPI"
"P00581","M507","S581","2022-05-18","2124","Net Banking"
"P00582","M5567","S582","2022-05-18","5546","Net Banking"
"P00583","M4817","S583","2022-05-19","1770","Net Banking"
"P00584","M5072","S584","2022-05-19","1770","UPI"
"P00585","M859","S585","2022-05-19","2124","Net Banking"
"P00586","M1555","S586","2022-05-20","2124","Card"
"P00587","M3072","S587","2022-05-20","5546","UPI"
"P00588","M4400","S588","2022-05-20","2124","Cash"
"P00589","M1115","S589","2022-05-21","2124","Cash"
"P00590","M2349","S590","2022-05-21","5546","UPI"
"P00591","M5581","S591","2022-05-21","18880","UPI"
"P00592","M4073","S592","2022-05-22","22420","Net Banking"
"P00593","M4717","S593","2022-05-22","18880","Net Banking"
"P00594","M5433","S594","2022-05-22","1770","UPI"
"P00595","M1752","S595","2022-05-22","22420","Net Banking"
"P00596","M2312","S596","2022-05-23","18880","Net Banking"
"P00597","M3233","S597","2022-05-23","1770","Card"
"P00598","M4676","S598","2022-05-23","5546","Card"
"P00599","M900","S599","2022-05-23","2124","Card"
"P00600","M989","S600","2022-05-23","1770","Net Banking"
"P00601","M3405","S601","2022-05-23","18880","UPI"
"P00602","M4404","S602","2022-05-23","18880","Net Banking"
"P00603","M2786","S603","2022-05-24","2124","Net Banking"
"P00604","M367","S604","2022-05-24","1770","Card"
"P00605","M370","S605","2022-05-24","1770","Net Banking"
"P00606","M4324","S606","2022-05-24","2124","Card"
"P00607","M4879","S607","2022-05-24","1770","Card"
"P00608","M4944","S608","2022-05-24","2124","Card"
"P00609","M5216","S609","2022-05-24","1770","Card"
"P00610","M572","S610","2022-05-24","18880","UPI"
"P00611","M1712","S611","2022-05-24","18880","UPI"
"P00612","M164","S612","2022-05-25","5074","UPI"
"P00613","M2394","S613","2022-05-25","1770","Card"
"P00614","M2690","S614","2022-05-25","2124","Net Banking"
"P00615","M3347","S615","2022-05-25","1770","Card"
"P00616","M4623","S616","2022-05-25","2124","UPI"
"P00617","M978","S617","2022-05-25","22420","UPI"
"P00618","M5625","S618","2022-05-25","18880","Cash"
"P00619","M2563","S619","2022-05-26","1770","Card"
"P00620","M4018","S620","2022-05-26","22420","Card"
"P00621","M4234","S621","2022-05-26","5074","Card"
"P00622","M1083","S622","2022-05-27","18880","Cash"
"P00623","M3392","S623","2022-05-27","2124","Net Banking"
"P00624","M4602","S624","2022-05-27","18880","Cash"
"P00625","M1127","S625","2022-05-28","5546","Card"
"P00626","M1193","S626","2022-05-28","2124","Cash"
"P00627","M4019","S627","2022-05-28","18880","Net Banking"
"P00628","M555","S628","2022-05-28","2124","Net Banking"
"P00629","M3378","S629","2022-05-29","2124","Cash"
"P00630","M3499","S630","2022-05-29","5074","UPI"
"P00631","M4662","S631","2022-05-29","22420","Net Banking"
"P00632","M1007","S632","2022-05-30","5546","UPI"
"P00633","M1702","S633","2022-05-30","5546","Cash"
"P00634","M1820","S634","2022-05-30","5074","Card"
"P00635","M332","S635","2022-05-30","1770","UPI"
"P00636","M4026","S636","2022-05-30","18880","Cash"
"P00637","M4172","S637","2022-05-30","1770","UPI"
"P00638","M5607","S638","2022-05-30","1770","Card"
"P00639","M955","S639","2022-05-30","2124","UPI"
"P00640","M3278","S640","2022-05-31","22420","Net Banking"
"P00641","M5048","S641","2022-05-31","5074","UPI"
"P00642","M971","S642","2022-05-31","2124","Net Banking"
"P00643","M242","S643","2022-05-31","22420","Card"
"P00644","M1313","S644","2022-05-31","22420","Cash"
"P00645","M1356","S645","2022-06-01","2124","UPI"
"P00646","M1721","S646","2022-06-01","1770","Net Banking"
"P00647","M2309","S647","2022-06-01","1770","Card"
"P00648","M271","S648","2022-06-01","5074","Cash"
"P00649","M2941","S649","2022-06-01","18880","UPI"
"P00650","M3424","S650","2022-06-01","1770","Card"
"P00651","M459","S651","2022-06-01","5546","UPI"
"P00652","M5075","S652","2022-06-01","1770","Cash"
"P00653","M5613","S653","2022-06-01","1770","UPI"
"P00654","M983","S654","2022-06-01","1770","Card"
"P00655","M4024","S655","2022-06-01","18880","Card"
"P00656","M4729","S656","2022-06-01","22420","Card"
"P00657","M025","S657","2022-06-02","2124","Cash"
"P00658","M1486","S658","2022-06-02","22420","Card"
"P00659","M2783","S659","2022-06-02","2124","Cash"
"P00660","M5308","S660","2022-06-02","5074","Net Banking"
"P00661","M1475","S661","2022-06-03","5074","Cash"
"P00662","M1757","S662","2022-06-03","1770","Net Banking"
"P00663","M1835","S663","2022-06-03","5074","Cash"
"P00664","M2392","S664","2022-06-03","5546","Net Banking"
"P00665","M4203","S665","2022-06-03","2124","Card"
"P00666","M4409","S666","2022-06-03","5074","Card"
"P00667","M4514","S667","2022-06-03","18880","Cash"
"P00668","M593","S668","2022-06-03","2124","UPI"
"P00669","M4237","S669","2022-06-03","22420","Card"
"P00670","M1503","S670","2022-06-04","5546","UPI"
"P00671","M3784","S671","2022-06-04","1770","Cash"
"P00672","M4466","S672","2022-06-04","18880","UPI"
"P00673","M1091","S673","2022-06-05","18880","UPI"
"P00674","M277","S674","2022-06-05","2124","Cash"
"P00675","M3063","S675","2022-06-05","22420","Net Banking"
"P00676","M482","S676","2022-06-05","18880","Card"
"P00677","M098","S677","2022-06-06","1770","Cash"
"P00678","M1199","S678","2022-06-06","5546","Cash"
"P00679","M3718","S679","2022-06-06","2124","Card"
"P00680","M3750","S680","2022-06-06","5074","Cash"
"P00681","M3781","S681","2022-06-06","18880","Cash"
"P00682","M4068","S682","2022-06-06","5546","Net Banking"
"P00683","M4516","S683","2022-06-06","2124","Net Banking"
"P00684","M590","S684","2022-06-06","5546","Card"
"P00685","M1218","S685","2022-06-07","5546","UPI"
"P00686","M3631","S686","2022-06-07","2124","UPI"
"P00687","M4090","S687","2022-06-07","22420","Cash"
"P00688","M5103","S688","2022-06-07","1770","Net Banking"
"P00689","M334","S689","2022-06-07","22420","Net Banking"
"P00690","M2395","S690","2022-06-08","22420","Card"
"P00691","M3447","S691","2022-06-08","1770","Net Banking"
"P00692","M383","S692","2022-06-08","18880","Net Banking"
"P00693","M4236","S693","2022-06-08","22420","Net Banking"
"P00694","M4464","S694","2022-06-08","5546","Card"
"P00695","M4703","S695","2022-06-08","22420","Net Banking"
"P00696","M169","S696","2022-06-08","22420","UPI"
"P00697","M1037","S697","2022-06-09","1770","Card"
"P00698","M1633","S698","2022-06-09","5546","Card"
"P00699","M2087","S699","2022-06-09","22420","Cash"
"P00700","M2141","S700","2022-06-09","22420","Net Banking"
"P00701","M2344","S701","2022-06-09","1770","Cash"
"P00702","M4363","S702","2022-06-09","2124","Card"
"P00703","M5284","S703","2022-06-09","5546","Card"
"P00704","M2717","S704","2022-06-10","5074","UPI"
"P00705","M4040","S705","2022-06-10","5546","Cash"
"P00706","M5241","S706","2022-06-10","1770","Card"
"P00707","M5542","S707","2022-06-10","5074","Cash"
"P00708","M999","S708","2022-06-10","5546","Cash"
"P00709","M036","S709","2022-06-11","5546","Card"
"P00710","M182","S710","2022-06-11","5074","Cash"
"P00711","M4296","S711","2022-06-11","22420","UPI"
"P00712","M4465","S712","2022-06-11","2124","Cash"
"P00713","M4481","S713","2022-06-11","2124","Cash"
"P00714","M690","S714","2022-06-11","2124","Net Banking"
"P00715","M1155","S715","2022-06-12","1770","Cash"
"P00716","M1619","S716","2022-06-12","2124","UPI"
"P00717","M3694","S717","2022-06-12","2124","Cash"
"P00718","M5251","S718","2022-06-12","18880","UPI"
"P00719","M059","S719","2022-06-12","22420","Card"
"P00720","M1119","S720","2022-06-13","5546","Net Banking"
"P00721","M1521","S721","2022-06-13","5546","Net Banking"
"P00722","M3606","S722","2022-06-13","5546","UPI"
"P00723","M2428","S723","2022-06-14","5074","UPI"
"P00724","M3654","S724","2022-06-14","5546","Cash"
"P00725","M5146","S725","2022-06-14","1770","UPI"
"P00726","M1231","S726","2022-06-15","5546","UPI"
"P00727","M1808","S727","2022-06-15","1770","UPI"
"P00728","M2245","S728","2022-06-15","18880","Net Banking"
"P00729","M3232","S729","2022-06-15","22420","Card"
"P00730","M3789","S730","2022-06-15","18880","Cash"
"P00731","M3958","S731","2022-06-15","5074","Net Banking"
"P00732","M4065","S732","2022-06-15","5074","Net Banking"
"P00733","M4815","S733","2022-06-15","2124","UPI"
"P00734","M2409","S734","2022-06-16","5074","Cash"
"P00735","M2537","S735","2022-06-16","22420","Card"
"P00736","M4923","S736","2022-06-16","18880","Card"
"P00737","M1236","S737","2022-06-17","1770","Card"
"P00738","M1662","S738","2022-06-17","5074","Cash"
"P00739","M4553","S739","2022-06-17","5546","Net Banking"
"P00740","M507","S740","2022-06-17","1770","Card"
"P00741","M597","S741","2022-06-17","5546","Net Banking"
"P00742","M1285","S742","2022-06-18","2124","UPI"
"P00743","M4354","S743","2022-06-18","5546","Card"
"P00744","M4817","S744","2022-06-18","2124","Net Banking"
"P00745","M4858","S745","2022-06-18","1770","Cash"
"P00746","M5072","S746","2022-06-18","2124","Card"
"P00747","M859","S747","2022-06-18","22420","Card"
"P00748","M1628","S748","2022-06-18","18880","Net Banking"
"P00749","M1555","S749","2022-06-19","2124","Cash"
"P00750","M393","S750","2022-06-19","22420","Net Banking"
"P00751","M4393","S751","2022-06-19","2124","Net Banking"
"P00752","M4400","S752","2022-06-19","5074","UPI"
"P00753","M4738","S753","2022-06-19","18880","Card"
"P00754","M1115","S754","2022-06-20","5546","Net Banking"
"P00755","M3034","S755","2022-06-20","1770","Card"
"P00756","M3802","S756","2022-06-20","1770","Net Banking"
"P00757","M2220","S757","2022-06-20","18880","Net Banking"
"P00758","M3449","S758","2022-06-20","22420","Card"
"P00759","M2508","S759","2022-06-21","22420","Cash"
"P00760","M2964","S760","2022-06-21","5074","UPI"
"P00761","M313","S761","2022-06-21","18880","Card"
"P00762","M5433","S762","2022-06-21","22420","UPI"
"P00763","M2558","S763","2022-06-21","18880","Card"
"P00764","M3204","S764","2022-06-21","18880","Cash"
"P00765","M092","S765","2022-06-22","5546","Net Banking"
"P00766","M1205","S766","2022-06-22","2124","Net Banking"
"P00767","M2109","S767","2022-06-22","1770","UPI"
"P00768","M3233","S768","2022-06-22","18880","Cash"
"P00769","M4258","S769","2022-06-22","2124","UPI"
"P00770","M477","S770","2022-06-22","18880","Card"
"P00771","M4961","S771","2022-06-22","1770","Net Banking"
"P00772","M5527","S772","2022-06-22","1770","Card"
"P00773","M683","S773","2022-06-22","22420","UPI"
"P00774","M900","S774","2022-06-22","2124","Card"
"P00775","M989","S775","2022-06-22","5546","Cash"
"P00776","M366","S776","2022-06-22","22420","Card"
"P00777","M2786","S777","2022-06-23","5074","Cash"
"P00778","M358","S778","2022-06-23","1770","Card"
"P00779","M3633","S779","2022-06-23","2124","UPI"
"P00780","M367","S780","2022-06-23","5546","Card"
"P00781","M370","S781","2022-06-23","1770","UPI"
"P00782","M4324","S782","2022-06-23","5074","Card"
"P00783","M4382","S783","2022-06-23","2124","Card"
"P00784","M4525","S784","2022-06-23","2124","Card"
"P00785","M4879","S785","2022-06-23","5074","Cash"
"P00786","M4944","S786","2022-06-23","1770","Card"
"P00787","M5073","S787","2022-06-23","18880","Cash"
"P00788","M5196","S788","2022-06-23","18880","Cash"
"P00789","M5216","S789","2022-06-23","18880","Cash"
"P00790","M2275","S790","2022-06-24","2124","Net Banking"
"P00791","M2394","S791","2022-06-24","2124","Cash"
"P00792","M2690","S792","2022-06-24","1770","Card"
"P00793","M3347","S793","2022-06-24","5074","Cash"
"P00794","M4623","S794","2022-06-24","18880","Card"
"P00795","M5634","S795","2022-06-24","5546","Cash"
"P00796","M1998","S796","2022-06-24","22420","UPI"
"P00797","M2895","S797","2022-06-24","22420","UPI"
"P00798","M1103","S798","2022-06-25","5546","UPI"
"P00799","M2175","S799","2022-06-25","1770","Card"
"P00800","M2563","S800","2022-06-25","22420","UPI"
"P00801","M2930","S801","2022-06-25","2124","Cash"
"P00802","M4349","S802","2022-06-25","2124","UPI"
"P00803","M505","S803","2022-06-25","1770","UPI"
"P00804","M5108","S804","2022-06-25","18880","Cash"
"P00805","M1853","S805","2022-06-26","2124","UPI"
"P00806","M2554","S806","2022-06-26","1770","Card"
"P00807","M3392","S807","2022-06-26","5074","Card"
"P00808","M414","S808","2022-06-26","2124","Net Banking"
"P00809","M4765","S809","2022-06-26","2124","Cash"
"P00810","M5443","S810","2022-06-26","18880","Cash"
"P00811","M1193","S811","2022-06-27","2124","Card"
"P00812","M2935","S812","2022-06-27","2124","UPI"
"P00813","M3716","S813","2022-06-27","5546","Net Banking"
"P00814","M555","S814","2022-06-27","5546","Cash"
"P00815","M1604","S815","2022-06-27","18880","Net Banking"
"P00816","M1258","S816","2022-06-28","18880","UPI"
"P00817","M3378","S817","2022-06-28","5074","UPI"
"P00818","M3627","S818","2022-06-28","2124","UPI"
"P00819","M5635","S819","2022-06-28","1770","Net Banking"
"P00820","M5278","S820","2022-06-28","18880","Net Banking"
"P00821","M332","S821","2022-06-29","2124","Cash"
"P00822","M4046","S822","2022-06-29","2124","Net Banking"
"P00823","M4172","S823","2022-06-29","5074","UPI"
"P00824","M5569","S824","2022-06-29","18880","Card"
"P00825","M5607","S825","2022-06-29","5546","Cash"
"P00826","M955","S826","2022-06-29","18880","Card"
"P00827","M1805","S827","2022-06-29","22420","Net Banking"
"P00828","M971","S828","2022-06-30","22420","Card"
"P00829","M1356","S829","2022-07-01","22420","Card"
"P00830","M1721","S830","2022-07-01","5546","UPI"
"P00831","M2309","S831","2022-07-01","5074","Net Banking"
"P00832","M3424","S832","2022-07-01","18880","Card"
"P00833","M5075","S833","2022-07-01","5546","Card"
"P00834","M5613","S834","2022-07-01","5074","UPI"
"P00835","M577","S835","2022-07-01","2124","Cash"
"P00836","M983","S836","2022-07-01","18880","Cash"
"P00837","M5276","S837","2022-07-01","22420","Card"
"P00838","M025","S838","2022-07-02","2124","UPI"
"P00839","M1369","S839","2022-07-02","1770","Net Banking"
"P00840","M2783","S840","2022-07-02","22420","Card"
"P00841","M2942","S841","2022-07-02","22420","UPI"
"P00842","M4135","S842","2022-07-02","2124","Card"
"P00843","M496","S843","2022-07-02","5546","Card"
"P00844","M3941","S844","2022-07-02","22420","UPI"
"P00845","M1757","S845","2022-07-03","2124","Net Banking"
"P00846","M3317","S846","2022-07-03","2124","Net Banking"
"P00847","M4203","S847","2022-07-03","22420","Cash"
"P00848","M445","S848","2022-07-03","1770","UPI"
"P00849","M4811","S849","2022-07-03","2124","UPI"
"P00850","M593","S850","2022-07-03","5546","Cash"
"P00851","M766","S851","2022-07-03","5074","Card"
"P00852","M4408","S852","2022-07-03","18880","UPI"
"P00853","M2538","S853","2022-07-04","2124","Card"
"P00854","M3581","S854","2022-07-04","1770","Net Banking"
"P00855","M3784","S855","2022-07-04","5546","Cash"
"P00856","M1270","S856","2022-07-05","1770","Net Banking"
