"Subscription_ID","Member_ID","Plan_ID","Start_Date","End_Date","Sub_Amount","Branch_ID"
"S10295","M2138","P2","2024-09-25","2024-10-25","1800","B06"
"S10296","M4339","P6","2024-09-25","2024-10-25","1500","B05"
"S10297","M526","P2","2024-09-25","2024-10-25","1800","B03"
"S10298","M5417","P2","2024-09-25","2024-10-25","1800","B06"
"S10299","M1522","P5","2024-09-25","2025-09-25","16000","B06"
"S103","M208","P6","2022-02-24","2022-03-26","1500","B02"
"S1030","M964","P3","2022-08-03","2022-11-01","4300","B02"
"S10300","M2317","P1","2024-09-25","2024-12-24","4700","B08"
"S10301","M5179","P1","2024-09-25","2024-12-24","4700","B08"
"S10302","M2074","P6","2024-09-25","2024-10-25","1500","B08"
"S10303","M2127","P2","2024-09-25","2024-10-25","1800","B07"
"S10304","M2472","P6","2024-09-25","2024-10-25","1500","B06"
"S10305","M5178","P2","2024-09-25","2024-10-25","1800","B07"
"S10306","M5285","P2","2024-09-25","2024-10-25","1800","B03"
"S10307","M1210","P3","2024-09-25","2024-12-24","4300","B07"
"S10308","M2226","P1","2024-09-25","2024-12-24","4700","B09"
"S10309","M2911","P1","2024-09-25","2024-12-24","4700","B03"
"S1031","M4546","P5","2022-08-03","2023-08-03","16000","B02"
"S10310","M1000","P5","2024-09-25","2025-09-25","16000","B08"
"S10311","M2350","P4","2024-09-25","2025-09-25","19000","B07"
"S10312","M2602","P4","2024-09-25","2025-09-25","19000","B08"
"S10313","M3348","P5","2024-09-25","2025-09-25","16000","B07"
"S10314","M1820","P3","2024-09-26","2024-12-25","4300","B02"
"S10315","M332","P6","2024-09-26","2024-10-26","1500","B02"
"S10316","M3784","P2","2024-09-26","2024-10-26","1800","B01"
"S10317","M964","P3","2024-09-26","2024-12-25","4300","B02"
"S10318","M1805","P3","2024-09-26","2024-12-25","4300","B01"
"S10319","M051","P5","2024-09-26","2025-09-26","16000","B04"
"S1032","M002","P6","2022-08-04","2022-09-03","1500","B02"
"S10320","M101","P1","2024-09-26","2024-12-25","4700","B04"
"S10321","M2876","P2","2024-09-26","2024-10-26","1800","B01"
"S10322","M034","P4","2024-09-26","2025-09-26","19000","B03"
"S10323","M5593","P1","2024-09-26","2024-12-25","4700","B05"
"S10324","M230","P5","2024-09-26","2025-09-26","16000","B03"
"S10325","M225","P3","2024-09-26","2024-12-25","4300","B04"
"S10326","M060","P2","2024-09-26","2024-10-26","1800","B07"
"S10327","M650","P6","2024-09-26","2024-10-26","1500","B06"
"S10328","M2386","P1","2024-09-26","2024-12-25","4700","B06"
"S10329","M4527","P3","2024-09-26","2024-12-25","4300","B03"
"S1033","M1270","P1","2022-08-04","2022-11-02","4700","B02"
"S10330","M5197","P4","2024-09-26","2025-09-26","19000","B07"
"S10331","M5246","P2","2024-09-26","2024-10-26","1800","B09"
"S10332","M4599","P4","2024-09-26","2025-09-26","19000","B05"
"S10333","M189","P2","2024-09-26","2024-10-26","1800","B08"
"S10334","M1391","P6","2024-09-26","2024-10-26","1500","B07"
"S10335","M2589","P2","2024-09-26","2024-10-26","1800","B08"
"S10336","M5409","P6","2024-09-26","2024-10-26","1500","B09"
"S10337","M3875","P1","2024-09-26","2024-12-25","4700","B06"
"S10338","M4762","P5","2024-09-26","2025-09-26","16000","B08"
"S10339","M223","P2","2024-09-27","2024-10-27","1800","B02"
"S1034","M1710","P4","2022-08-04","2023-08-04","19000","B01"
"S10340","M2295","P4","2024-09-27","2025-09-27","19000","B02"
"S10341","M252","P2","2024-09-27","2024-10-27","1800","B02"
"S10342","M387","P2","2024-09-27","2024-10-27","1800","B05"
"S10343","M1018","P5","2024-09-27","2025-09-27","16000","B05"
"S10344","M5034","P3","2024-09-27","2024-12-26","4300","B03"
"S10345","M2656","P3","2024-09-27","2024-12-26","4300","B05"
"S10346","M5242","P5","2024-09-27","2025-09-27","16000","B04"
"S10347","M5477","P5","2024-09-27","2025-09-27","16000","B05"
"S10348","M3902","P3","2024-09-27","2024-12-26","4300","B04"
"S10349","M2112","P3","2024-09-27","2024-12-26","4300","B07"
"S1035","M2040","P5","2022-08-04","2023-08-04","16000","B01"
"S10350","M2874","P5","2024-09-27","2025-09-27","16000","B06"
"S10351","M4245","P3","2024-09-27","2024-12-26","4300","B06"
"S10352","M1233","P1","2024-09-27","2024-12-26","4700","B06"
"S10353","M4298","P1","2024-09-27","2024-12-26","4700","B09"
"S10354","M508","P5","2024-09-27","2025-09-27","16000","B04"
"S10355","M3568","P6","2024-09-27","2024-10-27","1500","B06"
"S10356","M4707","P5","2024-09-27","2025-09-27","16000","B09"
"S10357","M812","P1","2024-09-27","2024-12-26","4700","B03"
"S10358","M951","P5","2024-09-27","2025-09-27","16000","B03"
"S10359","M1349","P3","2024-09-27","2024-12-26","4300","B06"
"S1036","M2295","P2","2022-08-04","2022-09-03","1800","B02"
"S10360","M2172","P2","2024-09-27","2024-10-27","1800","B09"
"S10361","M645","P2","2024-09-27","2024-10-27","1800","B08"
"S10362","M889","P1","2024-09-27","2024-12-26","4700","B03"
"S10363","M1822","P4","2024-09-27","2025-09-27","19000","B06"
"S10364","M3762","P3","2024-09-27","2024-12-26","4300","B08"
"S10365","M4895","P5","2024-09-27","2025-09-27","16000","B09"
"S10366","M5225","P6","2024-09-27","2024-10-27","1500","B07"
"S10367","M146","P6","2024-09-27","2024-10-27","1500","B08"
"S10368","M380","P6","2024-09-27","2024-10-27","1500","B06"
"S10369","M2304","P6","2024-09-27","2024-10-27","1500","B05"
"S1037","M2487","P1","2022-08-04","2022-11-02","4700","B01"
"S10370","M2340","P6","2024-09-27","2024-10-27","1500","B06"
"S10371","M3222","P2","2024-09-27","2024-10-27","1800","B03"
"S10372","M5181","P6","2024-09-27","2024-10-27","1500","B08"
"S10373","M1728","P3","2024-09-27","2024-12-26","4300","B08"
"S10374","M1962","P1","2024-09-27","2024-12-26","4700","B05"
"S10375","M705","P4","2024-09-27","2025-09-27","19000","B08"
"S10376","M997","P5","2024-09-27","2025-09-27","16000","B07"
"S10377","M098","P2","2024-09-28","2024-10-28","1800","B02"
"S10378","M2309","P6","2024-09-28","2024-10-28","1500","B02"
"S10379","M5613","P5","2024-09-28","2025-09-28","16000","B01"
"S1038","M277","P3","2022-08-04","2022-11-02","4300","B02"
"S10380","M590","P6","2024-09-28","2024-10-28","1500","B02"
"S10381","M912","P4","2024-09-28","2025-09-28","19000","B01"
"S10382","M778","P5","2024-09-28","2025-09-28","16000","B02"
"S10383","M4729","P5","2024-09-28","2025-09-28","16000","B01"
"S10384","M510","P5","2024-09-28","2025-09-28","16000","B04"
"S10385","M2490","P2","2024-09-28","2024-10-28","1800","B04"
"S10386","M4783","P6","2024-09-28","2024-10-28","1500","B04"
"S10387","M1393","P4","2024-09-28","2025-09-28","19000","B05"
"S10388","M2396","P4","2024-09-28","2025-09-28","19000","B05"
"S10389","M1884","P4","2024-09-28","2025-09-28","19000","B01"
"S1039","M3165","P5","2022-08-04","2023-08-04","16000","B02"
"S10390","M4648","P4","2024-09-28","2025-09-28","19000","B04"
"S10391","M5589","P2","2024-09-28","2024-10-28","1800","B04"
"S10392","M385","P4","2024-09-28","2025-09-28","19000","B05"
"S10393","M5357","P5","2024-09-28","2025-09-28","16000","B03"
"S10394","M896","P5","2024-09-28","2025-09-28","16000","B06"
"S10395","M4326","P4","2024-09-28","2025-09-28","19000","B06"
"S10396","M125","P1","2024-09-28","2024-12-27","4700","B05"
"S10397","M5062","P1","2024-09-28","2024-12-27","4700","B09"
"S10398","M4201","P2","2024-09-28","2024-10-28","1800","B06"
"S10399","M226","P6","2024-09-28","2024-10-28","1500","B08"
"S104","M2275","P2","2022-02-24","2022-03-26","1800","B01"
"S1040","M1002","P2","2022-08-05","2022-09-04","1800","B01"
"S10400","M913","P1","2024-09-28","2024-12-27","4700","B08"
"S10401","M2852","P2","2024-09-28","2024-10-28","1800","B03"
"S10402","M4078","P4","2024-09-28","2025-09-28","19000","B06"
"S10403","M5248","P1","2024-09-28","2024-12-27","4700","B08"
"S10404","M5402","P1","2024-09-28","2024-12-27","4700","B08"
"S10405","M1528","P6","2024-09-28","2024-10-28","1500","B03"
"S10406","M4010","P6","2024-09-28","2024-10-28","1500","B08"
"S10407","M5066","P6","2024-09-28","2024-10-28","1500","B07"
"S10408","M5324","P2","2024-09-28","2024-10-28","1800","B07"
"S10409","M2265","P3","2024-09-28","2024-12-27","4300","B03"
"S1041","M1172","P4","2022-08-05","2023-08-05","19000","B02"
"S10410","M3191","P1","2024-09-28","2024-12-27","4700","B06"
"S10411","M3336","P5","2024-09-28","2025-09-28","16000","B08"
"S10412","M1218","P5","2024-09-29","2025-09-29","16000","B02"
"S10413","M4135","P5","2024-09-29","2025-09-29","16000","B02"
"S10414","M4162","P1","2024-09-29","2024-12-28","4700","B02"
"S10415","M5240","P1","2024-09-29","2024-12-28","4700","B02"
"S10416","M2706","P2","2024-09-29","2024-10-29","1800","B04"
"S10417","M3315","P5","2024-09-29","2025-09-29","16000","B05"
"S10418","M3713","P3","2024-09-29","2024-12-28","4300","B05"
"S10419","M2764","P6","2024-09-29","2024-10-29","1500","B05"
"S1042","M1208","P1","2022-08-05","2022-11-03","4700","B01"
"S10420","M1788","P3","2024-09-29","2024-12-28","4300","B05"
"S10421","M4045","P6","2024-09-29","2024-10-29","1500","B03"
"S10422","M901","P5","2024-09-29","2025-09-29","16000","B06"
"S10423","M4452","P3","2024-09-29","2024-12-28","4300","B09"
"S10424","M5095","P1","2024-09-29","2024-12-28","4700","B09"
"S10425","M2838","P2","2024-09-29","2024-10-29","1800","B06"
"S10426","M908","P6","2024-09-29","2024-10-29","1500","B06"
"S10427","M5081","P1","2024-09-29","2024-12-28","4700","B07"
"S10428","M5364","P5","2024-09-29","2025-09-29","16000","B05"
"S10429","M1477","P1","2024-09-29","2024-12-28","4700","B03"
"S1043","M3304","P5","2022-08-05","2023-08-05","16000","B01"
"S10430","M2257","P1","2024-09-29","2024-12-28","4700","B05"
"S10431","M1168","P1","2024-09-29","2024-12-28","4700","B07"
"S10432","M662","P2","2024-09-29","2024-10-29","1800","B08"
"S10433","M2011","P4","2024-09-29","2025-09-29","19000","B08"
"S10434","M3190","P5","2024-09-29","2025-09-29","16000","B08"
"S10435","M4794","P4","2024-09-29","2025-09-29","19000","B06"
"S10436","M058","P2","2024-09-29","2024-10-29","1800","B09"
"S10437","M3651","P6","2024-09-29","2024-10-29","1500","B08"
"S10438","M2146","P4","2024-09-29","2025-09-29","19000","B07"
"S10439","M2324","P5","2024-09-29","2025-09-29","16000","B07"
"S1044","M5262","P2","2022-08-05","2022-09-04","1800","B02"
"S10440","M1757","P1","2024-09-30","2024-12-29","4700","B01"
"S10441","M1835","P5","2024-09-30","2025-09-30","16000","B01"
"S10442","M2043","P6","2024-09-30","2024-10-30","1500","B01"
"S10443","M2392","P3","2024-09-30","2024-12-29","4300","B02"
"S10444","M919","P5","2024-09-30","2025-09-30","16000","B02"
"S10445","M018","P6","2024-09-30","2024-10-30","1500","B04"
"S10446","M4415","P3","2024-09-30","2024-12-29","4300","B02"
"S10447","M675","P2","2024-09-30","2024-10-30","1800","B04"
"S10448","M4083","P4","2024-09-30","2025-09-30","19000","B04"
"S10449","M1839","P6","2024-09-30","2024-10-30","1500","B05"
"S1045","M728","P2","2022-08-05","2022-09-04","1800","B02"
"S10450","M2813","P5","2024-09-30","2025-09-30","16000","B03"
"S10451","M403","P3","2024-09-30","2024-12-29","4300","B02"
"S10452","M2110","P1","2024-09-30","2024-12-29","4700","B06"
"S10453","M5057","P4","2024-09-30","2025-09-30","19000","B03"
"S10454","M1387","P4","2024-09-30","2025-09-30","19000","B05"
"S10455","M3536","P4","2024-09-30","2025-09-30","19000","B09"
"S10456","M5463","P5","2024-09-30","2025-09-30","16000","B07"
"S10457","M5123","P4","2024-09-30","2025-09-30","19000","B06"
"S10458","M2238","P5","2024-09-30","2025-09-30","16000","B05"
"S10459","M163","P2","2024-09-30","2024-10-30","1800","B09"
"S1046","M2759","P4","2022-08-05","2023-08-05","19000","B02"
"S10460","M2751","P6","2024-09-30","2024-10-30","1500","B05"
"S10461","M4652","P1","2024-09-30","2024-12-29","4700","B09"
"S10462","M4797","P2","2024-09-30","2024-10-30","1800","B08"
"S10463","M5597","P4","2024-09-30","2025-09-30","19000","B03"
"S10464","M371","P2","2024-09-30","2024-10-30","1800","B05"
"S10465","M1530","P6","2024-09-30","2024-10-30","1500","B09"
"S10466","M1749","P2","2024-09-30","2024-10-30","1800","B08"
"S10467","M3237","P6","2024-09-30","2024-10-30","1500","B05"
"S10468","M4388","P6","2024-09-30","2024-10-30","1500","B03"
"S10469","M5047","P2","2024-09-30","2024-10-30","1800","B08"
"S1047","M1557","P4","2022-08-06","2023-08-06","19000","B02"
"S10470","M2473","P3","2024-09-30","2024-12-29","4300","B03"
"S10471","M4251","P3","2024-09-30","2024-12-29","4300","B08"
"S10472","M3581","P6","2024-10-01","2024-10-31","1500","B02"
"S10473","M4917","P2","2024-10-01","2024-10-31","1800","B01"
"S10474","M2076","P2","2024-10-01","2024-10-31","1800","B01"
"S10475","M1138","P5","2024-10-01","2025-10-01","16000","B01"
"S10476","M4528","P6","2024-10-01","2024-10-31","1500","B02"
"S10477","M3914","P4","2024-10-01","2025-10-01","19000","B02"
"S10478","M1374","P3","2024-10-01","2024-12-30","4300","B04"
"S10479","M770","P4","2024-10-01","2025-10-01","19000","B04"
"S1048","M4759","P1","2022-08-06","2022-11-04","4700","B02"
"S10480","M592","P5","2024-10-01","2025-10-01","16000","B04"
"S10481","M312","P6","2024-10-01","2024-10-31","1500","B06"
"S10482","M297","P1","2024-10-01","2024-12-30","4700","B05"
"S10483","M2448","P5","2024-10-01","2025-10-01","16000","B07"
"S10484","M4825","P6","2024-10-01","2024-10-31","1500","B06"
"S10485","M4844","P2","2024-10-01","2024-10-31","1800","B06"
"S10486","M5341","P5","2024-10-01","2025-10-01","16000","B09"
"S10487","M1180","P3","2024-10-01","2024-12-30","4300","B07"
"S10488","M4093","P1","2024-10-01","2024-12-30","4700","B05"
"S10489","M2330","P5","2024-10-01","2025-10-01","16000","B07"
"S1049","M5280","P2","2022-08-06","2022-09-05","1800","B01"
"S10490","M3051","P5","2024-10-01","2025-10-01","16000","B06"
"S10491","M3419","P3","2024-10-01","2024-12-30","4300","B03"
"S10492","M3665","P6","2024-10-01","2024-10-31","1500","B06"
"S10493","M2981","P3","2024-10-01","2024-12-30","4300","B06"
"S10494","M3189","P6","2024-10-01","2024-10-31","1500","B06"
"S10495","M3567","P3","2024-10-01","2024-12-30","4300","B09"
"S10496","M1695","P6","2024-10-01","2024-10-31","1500","B08"
"S10497","M2923","P5","2024-10-01","2025-10-01","16000","B08"
"S10498","M3083","P4","2024-10-01","2025-10-01","19000","B06"
"S10499","M3548","P6","2024-10-01","2024-10-31","1500","B08"
"S105","M978","P3","2022-02-24","2022-05-25","4300","B01"
"S1050","M049","P3","2022-08-07","2022-11-05","4300","B02"
"S10500","M4739","P5","2024-10-01","2025-10-01","16000","B08"
"S10501","M1438","P2","2024-10-01","2024-10-31","1800","B06"
"S10502","M1643","P6","2024-10-01","2024-10-31","1500","B06"
"S10503","M2858","P1","2024-10-01","2024-12-30","4700","B08"
"S10504","M3151","P1","2024-10-01","2024-12-30","4700","B06"
"S10505","M4001","P3","2024-10-01","2024-12-30","4300","B09"
"S10506","M554","P4","2024-10-01","2025-10-01","19000","B08"
"S10507","M3078","P4","2024-10-01","2025-10-01","19000","B06"
"S10508","M1710","P3","2024-10-02","2024-12-31","4300","B01"
"S10509","M3835","P5","2024-10-02","2025-10-02","16000","B01"
"S1051","M3447","P4","2022-08-07","2023-08-07","19000","B02"
"S10510","M482","P4","2024-10-02","2025-10-02","19000","B01"
"S10511","M5542","P5","2024-10-02","2025-10-02","16000","B02"
"S10512","M999","P3","2024-10-02","2024-12-31","4300","B01"
"S10513","M5309","P2","2024-10-02","2024-11-01","1800","B01"
"S10514","M073","P3","2024-10-02","2024-12-31","4300","B04"
"S10515","M5631","P6","2024-10-02","2024-11-01","1500","B04"
"S10516","M834","P3","2024-10-02","2024-12-31","4300","B05"
"S10517","M4802","P5","2024-10-02","2025-10-02","16000","B03"
"S10518","M3763","P2","2024-10-02","2024-11-01","1800","B05"
"S10519","M1358","P5","2024-10-02","2025-10-02","16000","B06"
"S1052","M3690","P2","2022-08-07","2022-09-06","1800","B02"
"S10520","M032","P1","2024-10-02","2024-12-31","4700","B07"
"S10521","M4356","P4","2024-10-02","2025-10-02","19000","B03"
"S10522","M1711","P4","2024-10-02","2025-10-02","19000","B09"
"S10523","M567","P4","2024-10-02","2025-10-02","19000","B05"
"S10524","M2782","P4","2024-10-02","2025-10-02","19000","B03"
"S10525","M2910","P2","2024-10-02","2024-11-01","1800","B09"
"S10526","M3463","P5","2024-10-02","2025-10-02","16000","B06"
"S10527","M3653","P6","2024-10-02","2024-11-01","1500","B09"
"S10528","M5080","P3","2024-10-02","2024-12-31","4300","B07"
"S10529","M1582","P3","2024-10-02","2024-12-31","4300","B08"
"S1053","M4521","P6","2022-08-07","2022-09-06","1500","B02"
"S10530","M4495","P6","2024-10-02","2024-11-01","1500","B08"
"S10531","M4851","P1","2024-10-02","2024-12-31","4700","B05"
"S10532","M4965","P5","2024-10-02","2025-10-02","16000","B09"
"S10533","M3291","P2","2024-10-02","2024-11-01","1800","B05"
"S10534","M3896","P3","2024-10-02","2024-12-31","4300","B08"
"S10535","M5110","P3","2024-10-02","2024-12-31","4300","B06"
"S10536","M2492","P5","2024-10-02","2025-10-02","16000","B05"
"S10537","M1452","P6","2024-10-03","2024-11-02","1500","B02"
"S10538","M3718","P4","2024-10-03","2025-10-03","19000","B01"
"S10539","M5262","P5","2024-10-03","2025-10-03","16000","B02"
"S1054","M035","P5","2022-08-08","2023-08-08","16000","B02"
"S10540","M975","P6","2024-10-03","2024-11-02","1500","B02"
"S10541","M986","P3","2024-10-03","2025-01-01","4300","B04"
"S10542","M4091","P2","2024-10-03","2024-11-02","1800","B04"
"S10543","M3159","P5","2024-10-03","2025-10-03","16000","B03"
"S10544","M4072","P3","2024-10-03","2025-01-01","4300","B05"
"S10545","M4467","P1","2024-10-03","2025-01-01","4700","B04"
"S10546","M2152","P1","2024-10-03","2025-01-01","4700","B04"
"S10547","M3352","P6","2024-10-03","2024-11-02","1500","B04"
"S10548","M5418","P5","2024-10-03","2025-10-03","16000","B06"
"S10549","M1932","P6","2024-10-03","2024-11-02","1500","B04"
"S1055","M3508","P2","2022-08-08","2022-09-07","1800","B01"
"S10550","M3122","P1","2024-10-03","2025-01-01","4700","B06"
"S10551","M1450","P4","2024-10-03","2025-10-03","19000","B07"
"S10552","M2641","P1","2024-10-03","2025-01-01","4700","B06"
"S10553","M1801","P2","2024-10-03","2024-11-02","1800","B07"
"S10554","M2287","P6","2024-10-03","2024-11-02","1500","B07"
"S10555","M2555","P2","2024-10-03","2024-11-02","1800","B07"
"S10556","M4971","P6","2024-10-03","2024-11-02","1500","B07"
"S10557","M5325","P6","2024-10-03","2024-11-02","1500","B05"
"S10558","M244","P3","2024-10-03","2025-01-01","4300","B05"
"S10559","M1370","P1","2024-10-03","2025-01-01","4700","B08"
"S1056","M3571","P6","2022-08-08","2022-09-07","1500","B02"
"S10560","M2812","P5","2024-10-03","2025-10-03","16000","B08"
"S10561","M2297","P3","2024-10-04","2025-01-02","4300","B01"
"S10562","M191","P4","2024-10-04","2025-10-04","19000","B01"
"S10563","M2283","P6","2024-10-04","2024-11-03","1500","B02"
"S10564","M3919","P1","2024-10-04","2025-01-02","4700","B02"
"S10565","M5277","P3","2024-10-04","2025-01-02","4300","B04"
"S10566","M2540","P1","2024-10-04","2025-01-02","4700","B04"
"S10567","M1029","P6","2024-10-04","2024-11-03","1500","B03"
"S10568","M077","P6","2024-10-04","2024-11-03","1500","B05"
"S10569","M1666","P1","2024-10-04","2025-01-02","4700","B05"
"S1057","M3747","P4","2022-08-08","2023-08-08","19000","B01"
"S10570","M5617","P1","2024-10-04","2025-01-02","4700","B04"
"S10571","M1201","P5","2024-10-04","2025-10-04","16000","B06"
"S10572","M1796","P5","2024-10-04","2025-10-04","16000","B06"
"S10573","M3733","P1","2024-10-04","2025-01-02","4700","B06"
"S10574","M3737","P5","2024-10-04","2025-10-04","16000","B06"
"S10575","M4439","P3","2024-10-04","2025-01-02","4300","B07"
"S10576","M172","P1","2024-10-04","2025-01-02","4700","B08"
